,LineId,Date,Time,Level,Component,Content,EventId,EventTemplate
383,384,2016-09-28,04:30:35,Info,CBS,Session: 30546174_2217133 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
384,385,2016-09-28,04:30:35,Info,CBS,Session: 30546174_2817168 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
385,386,2016-09-28,04:30:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB3033929~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",E29,"Read out cached package applicability for package: Package_for_KB3033929~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112"
386,387,2016-09-28,04:30:35,Info,CBS,Session: 30546174_8087469 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
387,388,2016-09-28,04:30:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB2978742~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB2978742~31bf3856ad364e35~amd64~~6.1.1.0
388,389,2016-09-28,04:30:35,Info,CBS,Session: 30546174_9517551 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
389,390,2016-09-28,04:30:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB3177186~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB3177186~31bf3856ad364e35~amd64~~6.1.1.1
390,391,2016-09-28,04:30:35,Info,CBS,Session: 30546174_9817568 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
391,392,2016-09-28,04:30:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB3055642~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB3055642~31bf3856ad364e35~amd64~~6.1.1.0
392,393,2016-09-28,04:30:35,Info,CBS,Session: 30546174_9927574 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
393,394,2016-09-28,04:30:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB3078601~31bf3856ad364e35~amd64~~6.1.1.5, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: Package_for_KB3078601~31bf3856ad364e35~amd64~~6.1.1.5, ApplicableState: 112, CurrentState:112"
394,395,2016-09-28,04:30:35,Info,CBS,Session: 30546174_10127586 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
395,396,2016-09-28,04:30:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB3147071~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB3147071~31bf3856ad364e35~amd64~~6.1.1.1
396,397,2016-09-28,04:30:35,Info,CBS,Session: 30546174_10517608 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
397,398,2016-09-28,04:30:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB3019978~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:0",E29,"Read out cached package applicability for package: Package_for_KB3019978~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:0"
398,399,2016-09-28,04:30:35,Info,CBS,Session: 30546174_10537609 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
399,400,2016-09-28,04:30:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB2563227~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: Package_for_KB2563227~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
400,401,2016-09-28,04:30:35,Info,CBS,Session: 30546174_11037638 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
401,402,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB3126587~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB3126587~31bf3856ad364e35~amd64~~6.1.1.1
402,403,2016-09-28,04:30:36,Info,CBS,Session: 30546174_17007979 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
403,404,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB2789645~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",E29,"Read out cached package applicability for package: Package_for_KB2789645~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112"
404,405,2016-09-28,04:30:36,Info,CBS,Session: 30546174_17668017 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
405,406,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB3138901~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB3138901~31bf3856ad364e35~amd64~~6.1.1.0
406,407,2016-09-28,04:30:36,Info,CBS,Session: 30546174_17818026 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
407,408,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB2607047~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 0, CurrentState:0",E29,Read out cached package applicability for package: Package_for_KB2607047~31bf3856ad364e35~amd64~~6.1.1.1
408,409,2016-09-28,04:30:36,Info,CBS,Session: 30546174_18178046 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
409,410,2016-09-28,04:30:36,Info,CBS,Session: 30546174_18398059 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
410,411,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB3011780~31bf3856ad364e35~amd64~~6.1.1.5, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB3011780~31bf3856ad364e35~amd64~~6.1.1.5
411,412,2016-09-28,04:30:36,Info,CBS,Session: 30546174_20238164 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
412,413,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB3170455~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: Package_for_KB3170455~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112"
413,414,2016-09-28,04:30:36,Info,CBS,Session: 30546174_20328169 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
414,415,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB2891804~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB2891804~31bf3856ad364e35~amd64~~6.1.1.1
415,416,2016-09-28,04:30:36,Info,CBS,Session: 30546174_20448176 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
416,417,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB3156017~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB3156017~31bf3856ad364e35~amd64~~6.1.1.0
417,418,2016-09-28,04:30:36,Info,CBS,Session: 30546174_20458177 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
418,419,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB3084135~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB3084135~31bf3856ad364e35~amd64~~6.1.1.0
419,420,2016-09-28,04:30:36,Info,CBS,Session: 30546174_20518180 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
420,421,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB2560656~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB2560656~31bf3856ad364e35~amd64~~6.1.1.2
421,422,2016-09-28,04:30:36,Info,CBS,Session: 30546174_20798196 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
422,423,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB3184471~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 0, CurrentState:0",E29,Read out cached package applicability for package: Package_for_KB3184471~31bf3856ad364e35~amd64~~6.1.1.1
423,424,2016-09-28,04:30:36,Info,CBS,Session: 30546174_21498236 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
424,425,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB3146963~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB3146963~31bf3856ad364e35~amd64~~6.1.1.0
425,426,2016-09-28,04:30:36,Info,CBS,Session: 30546174_21518237 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
426,427,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB2918077~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB2918077~31bf3856ad364e35~amd64~~6.1.1.0
427,428,2016-09-28,04:30:36,Info,CBS,Session: 30546174_21788253 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
428,429,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB2716513~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0",E29,"Read out cached package applicability for package: Package_for_KB2716513~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0"
429,430,2016-09-28,04:30:36,Info,CBS,Session: 30546174_21808254 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
430,431,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB2489256~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:0",E29,Read out cached package applicability for package: Package_for_KB2489256~31bf3856ad364e35~amd64~~6.1.1.1
431,432,2016-09-28,04:30:36,Info,CBS,Session: 30546174_21868257 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
432,433,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB3138962~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",E29,"Read out cached package applicability for package: Package_for_KB3138962~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112"
433,434,2016-09-28,04:30:36,Info,CBS,Session: 30546174_21888258 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
434,435,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB2552343~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB2552343~31bf3856ad364e35~amd64~~6.1.1.0
435,436,2016-09-28,04:30:36,Info,CBS,Session: 30546174_21968263 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
436,437,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB3059317~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB3059317~31bf3856ad364e35~amd64~~6.1.1.0
437,438,2016-09-28,04:30:36,Info,CBS,Session: 30546174_22008265 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
438,439,2016-09-28,04:30:36,Info,CBS,"Read out cached package applicability for package: Package_for_KB2973201~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB2973201~31bf3856ad364e35~amd64~~6.1.1.2
439,440,2016-09-28,04:30:36,Info,CBS,Session: 30546174_22048268 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
440,441,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB3072305~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB3072305~31bf3856ad364e35~amd64~~6.1.1.2
441,442,2016-09-28,04:30:37,Info,CBS,Session: 30546174_22448291 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
442,443,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB3078667~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB3078667~31bf3856ad364e35~amd64~~6.1.1.0
443,444,2016-09-28,04:30:37,Info,CBS,Session: 30546174_22538296 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
444,445,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB3020369~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",E29,"Read out cached package applicability for package: Package_for_KB3020369~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112"
445,446,2016-09-28,04:30:37,Info,CBS,Session: 30546174_22828312 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
446,447,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB2943357~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB2943357~31bf3856ad364e35~amd64~~6.1.1.3
447,448,2016-09-28,04:30:37,Info,CBS,Session: 30546174_23648359 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
448,449,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB3168965~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:112",E29,"Read out cached package applicability for package: Package_for_KB3168965~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:112"
449,450,2016-09-28,04:30:37,Info,CBS,Session: 30546174_23668360 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
450,451,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB2620704~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB2620704~31bf3856ad364e35~amd64~~6.1.1.0
451,452,2016-09-28,04:30:37,Info,CBS,Session: 30546174_23938376 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
452,453,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: {placeholders}
453,454,2016-09-28,04:30:37,Info,CBS,Session: 30546174_24168389 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
454,455,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB2763523~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB2763523~31bf3856ad364e35~amd64~~6.1.1.1
455,456,2016-09-28,04:30:37,Info,CBS,Session: 30546174_25138444 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
456,457,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB3075220~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0",E29,"Read out cached package applicability for package: Package_for_KB3075220~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0"
457,458,2016-09-28,04:30:37,Info,CBS,Session: 30546174_25988493 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
458,459,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB2813347~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB2813347~31bf3856ad364e35~amd64~~6.1.1.0
459,460,2016-09-28,04:30:37,Info,CBS,Session: 30546174_27448577 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
460,461,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB3080446~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:112",E29,"Read out cached package applicability for package: Package_for_KB3080446~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:112"
461,462,2016-09-28,04:30:37,Info,CBS,Session: 30546174_27518581 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
462,463,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB2515325~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",E29,"Read out cached package applicability for package: Package_for_KB2515325~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112"
463,464,2016-09-28,04:30:37,Info,CBS,Session: 30546174_27548582 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
464,465,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB2957189~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",E29,"Read out cached package applicability for package: Package_for_KB2957189~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112"
465,466,2016-09-28,04:30:37,Info,CBS,Session: 30546174_27568583 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
466,467,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB2718704~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",E29,"Read out cached package applicability for package: Package_for_KB2718704~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112"
467,468,2016-09-28,04:30:37,Info,CBS,Session: 30546174_27758594 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
468,469,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB2479943~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB2479943~31bf3856ad364e35~amd64~~6.1.1.0
469,470,2016-09-28,04:30:37,Info,CBS,Session: 30546174_27818598 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
470,471,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB3138612~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB3138612~31bf3856ad364e35~amd64~~6.1.1.1
471,472,2016-09-28,04:30:37,Info,CBS,Session: 30546174_28288625 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
472,473,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17681, ApplicableState: 112, CurrentState:0",E29,Read out cached package applicability for {package_name}~{version}~{platform}
473,474,2016-09-28,04:30:37,Info,CBS,Session: 30546174_28528638 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
474,475,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB3107998~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB3107998~31bf3856ad364e35~amd64~~6.1.1.2
475,476,2016-09-28,04:30:37,Info,CBS,Session: 30546174_30478750 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
476,477,2016-09-28,04:30:38,Info,CBS,"Read out cached package applicability for package: Package_for_KB3071756~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB3071756~31bf3856ad364e35~amd64~~6.1.1.2
477,478,2016-09-28,04:30:38,Info,CBS,Session: 30546174_35199020 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
478,479,2016-09-28,04:30:38,Info,CBS,"Read out cached package applicability for package: Package_for_KB2840631~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB2840631~31bf3856ad364e35~amd64~~6.1.1.0
479,480,2016-09-28,04:30:38,Info,CBS,Session: 30546174_35469035 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
480,481,2016-09-28,04:30:38,Info,CBS,"Read out cached package applicability for package: Package_for_KB2631813~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB2631813~31bf3856ad364e35~amd64~~6.1.1.1
481,482,2016-09-28,04:30:38,Info,CBS,Session: 30546174_35509038 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
482,483,2016-09-28,04:30:38,Info,CBS,"Read out cached package applicability for package: Package_for_KB2640148~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB2640148~31bf3856ad364e35~amd64~~6.1.2.0
483,484,2016-09-28,04:30:38,Info,CBS,Session: 30546174_35659046 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
484,485,2016-09-28,04:30:38,Info,CBS,"Read out cached package applicability for package: Package_for_KB3093513~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB3093513~31bf3856ad364e35~amd64~~6.1.1.0
485,486,2016-09-28,04:30:38,Info,CBS,Session: 30546174_35689048 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
486,487,2016-09-28,04:30:38,Info,CBS,"Read out cached package applicability for package: Package_for_KB2894844~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB2894844~31bf3856ad364e35~amd64~~6.1.1.1
487,488,2016-09-28,04:30:38,Info,CBS,Session: 30546174_36019067 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
488,489,2016-09-28,04:30:38,Info,CBS,"Read out cached package applicability for package: Package_for_KB3108670~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB3108670~31bf3856ad364e35~amd64~~6.1.1.0
489,490,2016-09-28,04:30:38,Info,CBS,Session: 30546174_40939348 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
490,491,2016-09-28,04:30:38,Info,CBS,"Read out cached package applicability for package: Package_for_KB2547666~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB2547666~31bf3856ad364e35~amd64~~6.1.1.0
491,492,2016-09-28,04:30:38,Info,CBS,Session: 30546174_41309369 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
492,493,2016-09-28,04:30:39,Info,CBS,"Read out cached package applicability for package: Package_for_KB2798162~31bf3856ad364e35~amd64~~6.1.1.5, ApplicableState: 80, CurrentState:112",E29,"Read out cached package applicability for package: Package_for_KB2798162~31bf3856ad364e35~amd64~~6.1.1.5, ApplicableState: 80, CurrentState:112"
493,494,2016-09-28,04:30:39,Info,CBS,Session: 30546174_43049469 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
494,495,2016-09-28,04:30:39,Info,CBS,"Read out cached package applicability for package: Package_for_KB2574819~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB2574819~31bf3856ad364e35~amd64~~6.1.2.0
495,496,2016-09-28,04:30:39,Info,CBS,Session: 30546174_43479493 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
496,497,2016-09-28,04:30:39,Info,CBS,"Read out cached package applicability for package: Microsoft-Windows-RDP-BlueIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.2.7601.16415, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for {package} with ApplicableState: 112, CurrentState: 112"
497,498,2016-09-28,04:30:39,Info,CBS,Session: 30546174_43599500 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
498,499,2016-09-28,04:30:39,Info,CBS,"Read out cached package applicability for package: Package_for_KB2857650~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB2857650~31bf3856ad364e35~amd64~~6.1.1.1
499,500,2016-09-28,04:30:39,Info,CBS,Session: 30546174_44439548 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
500,501,2016-09-28,04:30:39,Info,CBS,"Read out cached package applicability for package: Package_for_KB3118401~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB3118401~31bf3856ad364e35~amd64~~6.1.1.1
501,502,2016-09-28,04:30:39,Info,CBS,Session: 30546174_44469550 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
502,503,2016-09-28,04:30:39,Info,CBS,"Read out cached package applicability for package: Package_for_KB2585542~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 80, CurrentState:112",E29,"Read out cached package applicability for package: Package_for_KB2585542~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 80, CurrentState:112"
503,504,2016-09-28,04:30:39,Info,CBS,Session: 30546174_44629559 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
504,505,2016-09-28,04:30:39,Info,CBS,"Read out cached package applicability for package: Package_for_KB2931356~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB2931356~31bf3856ad364e35~amd64~~6.1.1.0
505,506,2016-09-28,04:30:39,Info,CBS,Session: 30546174_45239594 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
506,507,2016-09-28,04:30:39,Info,CBS,"Read out cached package applicability for package: Package_for_KB2900986~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB2900986~31bf3856ad364e35~amd64~~6.1.1.1
507,508,2016-09-28,04:30:39,Info,CBS,Session: 30546174_45309598 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
508,509,2016-09-28,04:30:39,Info,CBS,"Read out cached package applicability for package: Package_for_KB2985461~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,Read out cached package applicability for package: Package_for_KB2985461~31bf3856ad364e35~amd64~~6.1.1.0
509,510,2016-09-28,04:30:39,Info,CBS,Session: 30546174_46439663 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
510,511,2016-09-28,04:30:39,Info,CBS,"Read out cached package applicability for package: Package_for_KB3092601~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: Package_for_KB3092601~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
511,512,2016-09-28,04:30:39,Info,CBS,Session: 30546174_46879688 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
512,513,2016-09-28,04:30:39,Info,CBS,"Read out cached package applicability for package: Package_for_KB2836942~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",E29,"Read out cached package applicability for package: Package_for_KB2836942~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112"
513,514,2016-09-28,04:30:39,Info,CBS,Session: 30546174_46979694 initialized by client WindowsUpdateAgent.,E36,WindowsUpdateAgent
